iter	Logloss
416	0.001654148344
417	0.001651404985
418	0.00165039328
419	0.001649532113
420	0.001648503614
421	0.001646702693
422	0.0016439103
423	0.001642555102
424	0.001641095105
425	0.001640122581
426	0.001637404452
427	0.001636206774
428	0.001630606441
429	0.001629163033
430	0.001627996034
431	0.00162454889
432	0.001624065274
433	0.001622784604
434	0.001618813853
435	0.001615917382
436	0.001613920457
437	0.001612037959
438	0.001610195522
439	0.001609174859
440	0.001606886067
441	0.0016036415
442	0.001602508607
443	0.001599128704
444	0.001597613335
445	0.001596933076
446	0.001595348445
447	0.001593875089
448	0.001590969938
449	0.001589269848
450	0.001588475978
451	0.00158746724
452	0.001586432349
453	0.001583875399
454	0.001580444551
455	0.00157909329
456	0.00157533806
457	0.0015720756
458	0.001569550532
459	0.001567986018
460	0.001565599343
461	0.001564683534
462	0.001563745787
463	0.001562499886
464	0.001559479204
465	0.001558297743
466	0.001556517683
467	0.001554823564
468	0.001553647261
469	0.001551206212
470	0.001548146975
471	0.001546777597
472	0.001544812724
473	0.00154330601
474	0.001542474751
475	0.001541087316
476	0.001539363724
477	0.001537052484
478	0.001535229824
479	0.001532608082
480	0.001531386895
481	0.001530531376
482	0.001528192615
483	0.001527504963
484	0.001525430889
485	0.001522769632
486	0.001521334515
487	0.00151909284
488	0.001517053122
489	0.001515600544
490	0.001513133211
491	0.001511139498
492	0.001509753101
493	0.001508891438
494	0.001508205219
495	0.001507189271
496	0.001504707541
497	0.001502590968
498	0.001499598795
499	0.001496052905
